,O*NET-SOC Code,Title,Element Name,activity_score
20265,35-2013.00,"Cooks, Private Household",Establishing and Maintaining Interpersonal Relationships,0.050940789175167776
20266,35-2013.00,"Cooks, Private Household","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.3656801151462436
20267,35-2013.00,"Cooks, Private Household",Evaluating Information to Determine Compliance with Standards,-0.9134878674032149
20268,35-2013.00,"Cooks, Private Household",Getting Information,-0.348895799371434
20269,35-2013.00,"Cooks, Private Household","Guiding, Directing, and Motivating Subordinates",-0.5609341347879847
20270,35-2013.00,"Cooks, Private Household",Handling and Moving Objects,0.15332719520221022
20271,35-2013.00,"Cooks, Private Household","Identifying Objects, Actions, and Events",-0.6081524864891825
20272,35-2013.00,"Cooks, Private Household","Inspecting Equipment, Structures, or Materials",-0.7815744702713625
20273,35-2013.00,"Cooks, Private Household",Interpreting the Meaning of Information for Others,-1.575327960757392
20274,35-2013.00,"Cooks, Private Household","Judging the Qualities of Objects, Services, or People",-1.1971696252389785
20275,35-2013.00,"Cooks, Private Household",Making Decisions and Solving Problems,-1.4710708581007632
20276,35-2013.00,"Cooks, Private Household","Monitoring Processes, Materials, or Surroundings",-0.9912284973749715
20277,35-2013.00,"Cooks, Private Household",Monitoring and Controlling Resources,1.0979300993690562
20278,35-2013.00,"Cooks, Private Household","Operating Vehicles, Mechanized Devices, or Equipment",-0.33296215045008504
20279,35-2013.00,"Cooks, Private Household","Organizing, Planning, and Prioritizing Work",0.24675079466481017
20280,35-2013.00,"Cooks, Private Household",Performing Administrative Activities,0.71259527105967
20281,35-2013.00,"Cooks, Private Household",Performing General Physical Activities,0.1544044778392261
20282,35-2013.00,"Cooks, Private Household",Performing for or Working Directly with the Public,-0.011802215072101534
20283,35-2013.00,"Cooks, Private Household",Processing Information,-1.1491714368416868
20284,35-2013.00,"Cooks, Private Household",Providing Consultation and Advice to Others,-1.199634711716666
20285,35-2013.00,"Cooks, Private Household",Repairing and Maintaining Electronic Equipment,-0.9241411659921628
20286,35-2013.00,"Cooks, Private Household",Repairing and Maintaining Mechanical Equipment,-0.6699103762151623
20287,35-2013.00,"Cooks, Private Household",Resolving Conflicts and Negotiating with Others,-0.7628610842798043
20288,35-2013.00,"Cooks, Private Household",Scheduling Work and Activities,-0.5663750814762324
20289,35-2013.00,"Cooks, Private Household",Selling or Influencing Others,0.733988014855143
20290,35-2013.00,"Cooks, Private Household",Staffing Organizational Units,-0.7273436115716083
20291,35-2013.00,"Cooks, Private Household",Thinking Creatively,-0.04770831483584922
20292,35-2013.00,"Cooks, Private Household",Training and Teaching Others,-1.0310726347754637
20293,35-2013.00,"Cooks, Private Household",Updating and Using Relevant Knowledge,-1.1115123236433888
20294,35-2013.00,"Cooks, Private Household",Working with Computers,-1.0258907293338275
20295,35-2014.00,"Cooks, Restaurant",Analyzing Data or Information,-1.8061556951946116
20296,35-2014.00,"Cooks, Restaurant",Assisting and Caring for Others,-1.091854423624016
20297,35-2014.00,"Cooks, Restaurant",Coaching and Developing Others,-1.3907048565382953
20298,35-2014.00,"Cooks, Restaurant",Communicating with People Outside the Organization,-1.662550731173714
20299,35-2014.00,"Cooks, Restaurant","Communicating with Supervisors, Peers, or Subordinates",-2.553149089667813
20300,35-2014.00,"Cooks, Restaurant",Controlling Machines and Processes,-0.6207825891498383
20301,35-2014.00,"Cooks, Restaurant",Coordinating the Work and Activities of Others,-1.287208158584419
20302,35-2014.00,"Cooks, Restaurant",Developing Objectives and Strategies,-1.8205713229209068
20303,35-2014.00,"Cooks, Restaurant",Developing and Building Teams,-1.4762993685973618
20304,35-2014.00,"Cooks, Restaurant",Documenting/Recording Information,-2.216272792665361
20305,35-2014.00,"Cooks, Restaurant","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8232421683901842
20306,35-2014.00,"Cooks, Restaurant",Establishing and Maintaining Interpersonal Relationships,-2.4101857208060773
20307,35-2014.00,"Cooks, Restaurant","Estimating the Quantifiable Characteristics of Products, Events, or Information",-1.8985105892279424
20308,35-2014.00,"Cooks, Restaurant",Evaluating Information to Determine Compliance with Standards,-1.8085605522526547
20309,35-2014.00,"Cooks, Restaurant",Getting Information,-2.275973424543005
20310,35-2014.00,"Cooks, Restaurant","Guiding, Directing, and Motivating Subordinates",-0.9912102363730143
20311,35-2014.00,"Cooks, Restaurant",Handling and Moving Objects,0.20121842046653537
20312,35-2014.00,"Cooks, Restaurant","Identifying Objects, Actions, and Events",-1.713449901727205
20313,35-2014.00,"Cooks, Restaurant","Inspecting Equipment, Structures, or Materials",-1.049604822862442
20314,35-2014.00,"Cooks, Restaurant",Interpreting the Meaning of Information for Others,-1.747593368359785
20315,35-2014.00,"Cooks, Restaurant","Judging the Qualities of Objects, Services, or People",-1.7135050825132216
20316,35-2014.00,"Cooks, Restaurant",Making Decisions and Solving Problems,-2.346715872109719
20317,35-2014.00,"Cooks, Restaurant","Monitoring Processes, Materials, or Surroundings",-1.8922406717048417
20318,35-2014.00,"Cooks, Restaurant",Monitoring and Controlling Resources,-1.2061740754598596
20319,35-2014.00,"Cooks, Restaurant","Operating Vehicles, Mechanized Devices, or Equipment",-0.8142968224476802
20320,35-2014.00,"Cooks, Restaurant","Organizing, Planning, and Prioritizing Work",-2.198841437812533
20321,35-2014.00,"Cooks, Restaurant",Performing Administrative Activities,-1.7472160457396018
20322,35-2014.00,"Cooks, Restaurant",Performing General Physical Activities,-0.5028821754121142
20323,35-2014.00,"Cooks, Restaurant",Performing for or Working Directly with the Public,-0.9900914835268485
20324,35-2014.00,"Cooks, Restaurant",Processing Information,-1.4983516517676678
20325,35-2014.00,"Cooks, Restaurant",Providing Consultation and Advice to Others,-1.4588389030991489
20326,35-2014.00,"Cooks, Restaurant",Repairing and Maintaining Electronic Equipment,-0.8430592013790285
20327,35-2014.00,"Cooks, Restaurant",Repairing and Maintaining Mechanical Equipment,-0.7189242024581801
20328,35-2014.00,"Cooks, Restaurant",Resolving Conflicts and Negotiating with Others,-1.5331246997882262
20329,35-2014.00,"Cooks, Restaurant",Scheduling Work and Activities,-2.1696402599211315
20330,35-2014.00,"Cooks, Restaurant",Selling or Influencing Others,-1.1901463401414707
20331,35-2014.00,"Cooks, Restaurant",Staffing Organizational Units,-1.1101404228590102
20332,35-2014.00,"Cooks, Restaurant",Thinking Creatively,-1.520516026038742
20333,35-2014.00,"Cooks, Restaurant",Training and Teaching Others,-1.2702653852645227
20334,35-2014.00,"Cooks, Restaurant",Updating and Using Relevant Knowledge,-2.4921197995134876
20335,35-2014.00,"Cooks, Restaurant",Working with Computers,-1.8032282650451033
20336,35-2015.00,"Cooks, Short Order",Analyzing Data or Information,-1.3599912542438923
20337,35-2015.00,"Cooks, Short Order",Assisting and Caring for Others,-0.7834323684744061
20338,35-2015.00,"Cooks, Short Order",Coaching and Developing Others,-1.3975980925515488
20339,35-2015.00,"Cooks, Short Order",Communicating with People Outside the Organization,-1.555497464480101
20340,35-2015.00,"Cooks, Short Order","Communicating with Supervisors, Peers, or Subordinates",-1.850933327714343
20341,35-2015.00,"Cooks, Short Order",Controlling Machines and Processes,-0.3037027039461904
20342,35-2015.00,"Cooks, Short Order",Coordinating the Work and Activities of Others,-1.3406162564946684
20343,35-2015.00,"Cooks, Short Order",Developing Objectives and Strategies,-1.6343657109477963
20344,35-2015.00,"Cooks, Short Order",Developing and Building Teams,-1.019152347880283
20345,35-2015.00,"Cooks, Short Order",Documenting/Recording Information,-2.0392034776623453
20346,35-2015.00,"Cooks, Short Order","Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8567128078942645
20347,35-2015.00,"Cooks, Short Order",Establishing and Maintaining Interpersonal Relationships,-1.6620320770340578
20348,35-2015.00,"Cooks, Short Order","Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.7229932866311077
20349,35-2015.00,"Cooks, Short Order",Evaluating Information to Determine Compliance with Standards,-0.9399336386696765
20350,35-2015.00,"Cooks, Short Order",Getting Information,-1.2981844543332413
20351,35-2015.00,"Cooks, Short Order","Guiding, Directing, and Motivating Subordinates",-1.1808551343955944
20352,35-2015.00,"Cooks, Short Order",Handling and Moving Objects,-0.8303761816100166
20353,35-2015.00,"Cooks, Short Order","Identifying Objects, Actions, and Events",-1.5266325624305939
20354,35-2015.00,"Cooks, Short Order","Inspecting Equipment, Structures, or Materials",-0.7480135566394807
20355,35-2015.00,"Cooks, Short Order",Interpreting the Meaning of Information for Others,-1.2040076018801158
20356,35-2015.00,"Cooks, Short Order","Judging the Qualities of Objects, Services, or People",-1.0415017173406589
20357,35-2015.00,"Cooks, Short Order",Making Decisions and Solving Problems,-1.9552958050780702
20358,35-2015.00,"Cooks, Short Order","Monitoring Processes, Materials, or Surroundings",-1.7854016125860601
20359,35-2015.00,"Cooks, Short Order",Monitoring and Controlling Resources,-1.2262800323108989
20360,35-2015.00,"Cooks, Short Order","Operating Vehicles, Mechanized Devices, or Equipment",-0.9041842159630797
20361,35-2015.00,"Cooks, Short Order","Organizing, Planning, and Prioritizing Work",-1.8297945104243438
20362,35-2015.00,"Cooks, Short Order",Performing Administrative Activities,-1.882918451145786
20363,35-2015.00,"Cooks, Short Order",Performing General Physical Activities,-0.6092060165525285
20364,35-2015.00,"Cooks, Short Order",Performing for or Working Directly with the Public,-0.4017183074746033
20365,35-2015.00,"Cooks, Short Order",Processing Information,-0.9226584379959101
20366,35-2015.00,"Cooks, Short Order",Providing Consultation and Advice to Others,-1.5432633191059293
20367,35-2015.00,"Cooks, Short Order",Repairing and Maintaining Electronic Equipment,-0.9743205941577225
20368,35-2015.00,"Cooks, Short Order",Repairing and Maintaining Mechanical Equipment,-0.6611786969557172
20369,35-2015.00,"Cooks, Short Order",Resolving Conflicts and Negotiating with Others,-1.4204543061950419
20370,35-2015.00,"Cooks, Short Order",Scheduling Work and Activities,-1.1026020651001136
20371,35-2015.00,"Cooks, Short Order",Selling or Influencing Others,-0.5791913516046518
20372,35-2015.00,"Cooks, Short Order",Staffing Organizational Units,-0.9210600341087674
20373,35-2015.00,"Cooks, Short Order",Thinking Creatively,-1.5739237361446534
20374,35-2015.00,"Cooks, Short Order",Training and Teaching Others,-1.281335915157535
20375,35-2015.00,"Cooks, Short Order",Updating and Using Relevant Knowledge,-1.5132888703794967
20376,35-2015.00,"Cooks, Short Order",Working with Computers,-1.6305291219394833
20377,35-2021.00,Food Preparation Workers,Analyzing Data or Information,-1.3729080961157414
20378,35-2021.00,Food Preparation Workers,Assisting and Caring for Others,-0.7861490107002431
20379,35-2021.00,Food Preparation Workers,Coaching and Developing Others,-0.5231361581862098
20380,35-2021.00,Food Preparation Workers,Communicating with People Outside the Organization,-1.7296820833959519
20381,35-2021.00,Food Preparation Workers,"Communicating with Supervisors, Peers, or Subordinates",-2.116805192622695
20382,35-2021.00,Food Preparation Workers,Controlling Machines and Processes,-0.6838148672765192
20383,35-2021.00,Food Preparation Workers,Coordinating the Work and Activities of Others,-1.2307131318163331
20384,35-2021.00,Food Preparation Workers,Developing Objectives and Strategies,-1.715153330957294
20385,35-2021.00,Food Preparation Workers,Developing and Building Teams,-0.822514855225617
20386,35-2021.00,Food Preparation Workers,Documenting/Recording Information,-1.7603971219040915
20387,35-2021.00,Food Preparation Workers,"Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment",-0.8510777509747717
20388,35-2021.00,Food Preparation Workers,Establishing and Maintaining Interpersonal Relationships,-1.213781542103012
20389,35-2021.00,Food Preparation Workers,"Estimating the Quantifiable Characteristics of Products, Events, or Information",-0.15867552689111994
20390,35-2021.00,Food Preparation Workers,Evaluating Information to Determine Compliance with Standards,-0.893361857652635
20391,35-2021.00,Food Preparation Workers,Getting Information,-1.0492224060749669
20392,35-2021.00,Food Preparation Workers,"Guiding, Directing, and Motivating Subordinates",-0.336181356527405
20393,35-2021.00,Food Preparation Workers,Handling and Moving Objects,-0.14313135671380334
20394,35-2021.00,Food Preparation Workers,"Identifying Objects, Actions, and Events",-1.3445833292752387
20395,35-2021.00,Food Preparation Workers,"Inspecting Equipment, Structures, or Materials",-0.7894104274128458
20396,35-2021.00,Food Preparation Workers,Interpreting the Meaning of Information for Others,-1.8055624841517413
